rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000113,主机转速高于超速设定值,FaultCause,CAUSED_BY,超速停车报警,FaultPhenomenon,转速过高导致超速报警,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000114,主机遥控控制单元（RCU）,Component,HAS_COMPONENT,PLC 微机,Component,遥控控制单元包含 PLC 微机,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9
REL_000115,主机遥控控制单元（RCU）,Component,HAS_PARAMETER,临界转速,Parameter,遥控单元能自动避开临界转速,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000116,主机遥控控制单元（RCU）,Component,HAS_PARAMETER,最大合排时间 2 秒,Parameter,PLC 设定最大合排时间间隔,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000117,主机遥控控制单元（RCU）,Component,RELATED_TO,正倒车控制电磁阀,Component,遥控控制单元控制机舱阀箱内的正倒车电磁阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000118,主机遥控装置,Equipment,HAS_COMPONENT,失气自保阀 YV5,Component,主机遥控装置包含失气自保阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000119,主机遥控装置,Equipment,HAS_COMPONENT,消音按钮,Component,主机遥控装置包含消音按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000120,主机遥控装置,Equipment,HAS_COMPONENT,紧急停车按钮,Component,主机遥控装置包含紧急停车按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000121,主机遥控装置,Equipment,HAS_COMPONENT,试验按钮,Component,主机遥控装置包含试验按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000122,主机遥控装置,Equipment,HAS_COMPONENT,越控按钮,Component,主机遥控装置包含越控按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000123,主机遥控装置,Equipment,HAS_COMPONENT,遥控/机旁两位置转换气阀,Component,主机遥控装置包含模式转换气阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000124,主机遥控装置,Equipment,HAS_FAULT,声光报警,FaultPhenomenon,主机遥控装置失气时发出声光报警,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000125,主机遥控装置,Equipment,HAS_FAULT,故障停车,FaultPhenomenon,主机遥控装置可能发生故障停车,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000126,主机遥控装置,Equipment,HAS_FAULT,故障降速,FaultPhenomenon,主机遥控装置可能发生故障降速,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000127,主机遥控装置,Equipment,HAS_FAULT,超速停车报警,FaultPhenomenon,主机遥控装置可能发出超速停车报警,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000128,主机遥控装置,Equipment,HAS_FAULT,遥控系统失效,FaultPhenomenon,主机遥控装置可能发生失效,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000129,主机飞轮,Component,BELONGS_TO,主机,Equipment,主机飞轮属于主机部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13
REL_000130,主柴油机调速器,Equipment,HAS_COMPONENT,气压转速设定机构,Component,调速器包含气压转速设定机构,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8
REL_000131,主柴油机调速器,Equipment,RELATED_TO,PG（WOODWORD）型调速器,Equipment,调速器可采用 PG 型作为替代或类型,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8
REL_000132,主电源,Component,HAS_PARAMETER,AC220V,Parameter,主电源具有 AC220V 电压参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_6
REL_000133,主电源,Component,RELATED_TO,UPS,Equipment,主电源正常时为 UPS 充电，失电时由 UPS 替代,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_6
REL_000134,产品系统,Equipment,HAS_COMPONENT,485 通讯接口,Component,产品系统包含 485 通讯接口,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4
REL_000135,产品系统,Equipment,HAS_COMPONENT,开关量输出接口,Component,产品系统包含开关量输出接口,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4
REL_000136,产品系统,Equipment,REPAIRED_BY,闲置端子不接线,RepairMethod,产品系统安装时需遵循闲置端子不接线要求,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4
REL_000137,仪表,Component,DIAGNOSED_BY,整定仪表器件动作值,DiagnosticMethod,仪表通过整定动作值方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000138,倒车工作油压控制器,Component,HAS_COMPONENT,常开触点,Component,倒车工作油压控制器包含常开触点,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21
REL_000139,倒顺离合器齿轮箱,Equipment,HAS_COMPONENT,三位四通气控换向阀,Component,齿轮箱上装有三位四通气控换向阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000140,倒顺离合器齿轮箱,Equipment,HAS_COMPONENT,油压传感器,Component,齿轮箱设备内部包含油压传感器组件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_17
REL_000141,切换开关,Component,HAS_PARAMETER,备车,Parameter,切换开关具有备车档位,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12
REL_000142,切换开关,Component,HAS_PARAMETER,完车,Parameter,切换开关具有完车档位,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12
REL_000143,切换开关,Component,HAS_PARAMETER,机控,Parameter,切换开关具有机控档位,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12
REL_000144,切换开关,Component,HAS_PARAMETER,驾控,Parameter,切换开关具有驾控档位,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12
REL_000145,压力变送器,Component,BELONGS_TO,变送器,Component,压力变送器属于变送器类别,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000146,参数越限,FaultPhenomenon,DIAGNOSED_BY,报警历史查询,DiagnosticMethod,通过查询报警历史诊断参数越限故障,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000147,参数越限,FaultPhenomenon,RELATED_TO,报警声响,FaultPhenomenon,参数越限时触发声响报警指示,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000148,参数越限,FaultPhenomenon,RELATED_TO,报警速显窗口,Component,参数越限时触发窗口弹出显示,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000149,参数越限,FaultPhenomenon,RELATED_TO,电子存储器,Component,越限时的参数被存储于电子存储器以备查询,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000150,取掉 24V 电源,RepairMethod,RELATED_TO,把 S1 的 2，3 脚的短接线去掉,RepairMethod,断电后执行去掉短接线的操作,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000151,变送器,Component,HAS_PARAMETER,0-5V,Parameter,变送器支持 0-5V 电压信号参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000152,变送器,Component,HAS_PARAMETER,4-20mA,Parameter,变送器支持 4-20mA 电流信号参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000153,可动件,Component,DIAGNOSED_BY,手动检查可动件,DiagnosticMethod,可动件通过手动检查方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000154,可动件,Component,HAS_SAFETY_NOTE,可动件动作灵活要求,SafetyNote,可动件需满足动作灵活要求,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000155,器件,Component,DIAGNOSED_BY,整定仪表器件动作值,DiagnosticMethod,器件通过整定动作值方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000156,声光报警,FaultPhenomenon,CAUSED_BY,参数越限,FaultCause,声光报警由参数越限引起,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000157,声光报警,FaultPhenomenon,REPAIRED_BY,按消音键声响报警停止,RepairMethod,声光报警现象通过按消音键停止声响来处理,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000158,声光报警,FaultPhenomenon,REPAIRED_BY,消声,RepairMethod,声光报警可通过消声操作消除声响,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000159,声响报警信号,FaultPhenomenon,REPAIRED_BY,操作消音按钮,RepairMethod,声响报警通过消音按钮消除,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000160,外控报警继电器,Component,REPAIRED_BY,按消音键后声响器及外控报警继电器复原,RepairMethod,外控报警继电器通过按消音键进行复位复原,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000161,失气,FaultPhenomenon,CAUSED_BY,气源降为 0.45 Mpa,FaultCause,气源压力降至 0.45Mpa 导致失气故障,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000162,失气,FaultPhenomenon,DIAGNOSED_BY,失气报警试验,DiagnosticMethod,失气故障通过失气报警试验诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000163,失气,FaultPhenomenon,DIAGNOSED_BY,将气源降为 0.45 Mpa,DiagnosticMethod,通过降低气源压力诊断失气故障,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000164,失气,FaultPhenomenon,HAS_COMPONENT,失气指示灯,Component,失气故障对应失气指示灯状态,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000165,失气,FaultPhenomenon,HAS_FAULT,声光报警,FaultPhenomenon,失气故障会引发声光报警,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000166,失气,FaultPhenomenon,REPAIRED_BY,操作消音按钮,RepairMethod,失气报警可通过按消音按钮消除声响,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000167,失电,FaultPhenomenon,DIAGNOSED_BY,人为的将主电源切断,DiagnosticMethod,通过切断主电源诊断失电故障,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000168,失电,FaultPhenomenon,HAS_COMPONENT,失电指示灯,Component,失电故障对应失电指示灯状态,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000169,失电,FaultPhenomenon,HAS_FAULT,备用电源自动投入,FaultPhenomenon,失电故障会导致备用电源自动投入,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000170,失电,FaultPhenomenon,REPAIRED_BY,操作消音按钮,RepairMethod,失电报警可通过按消音按钮消除声响,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000171,安全系统,System,HAS_COMPONENT,停车电磁阀,Component,安全系统自带停车电磁阀用于断油停车,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000172,安全系统,System,HAS_FAULT,故障停车,FaultPhenomenon,安全系统发出故障停车信号,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000173,安全系统,System,HAS_FAULT,故障降速,FaultPhenomenon,安全系统发出故障降速信号,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000174,安全越控带灯按钮,Component,HAS_SAFETY_NOTE,仅设于遥控控制站和中央集控站,SafetyNote,安全越控带灯按钮的安装位置限制,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_11
REL_000175,工业控制计算机系统,System,HAS_COMPONENT,操作键盘,Component,系统接收操作键盘的指令,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000176,工业控制计算机系统,System,HAS_COMPONENT,显示单元,Component,系统控制显示单元,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000177,工业控制计算机系统,System,HAS_COMPONENT,电源,Component,系统包含电源组件,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000178,工业控制计算机系统,System,HAS_COMPONENT,输入接口,Component,系统采用标准输入接口,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000179,工业控制计算机系统,System,HAS_COMPONENT,输出单元,Component,系统控制输出单元,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000180,工业控制计算机系统,System,HAS_COMPONENT,输出接口,Component,系统采用标准输出接口,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000181,工业控制计算机系统,System,HAS_COMPONENT,采集模块,Component,系统包含采集模块用于信号采集,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000182,工业控制计算机系统,System,RELATED_TO,操作单元,Equipment,系统与操作单元共同组成装置的控制部分,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000183,工作不正常,FaultPhenomenon,REPAIRED_BY,与厂家或就近与 OMRON 公司代理商联系,RepairMethod,PLC 微机工作不正常时需联系厂家,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_27
REL_000184,工控机,Equipment,HAS_COMPONENT,随机接插线,Component,工控机使用随机接插线进行外部连接,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9
REL_000185,工控机,Equipment,RELATED_TO,打印机,Equipment,工控机通过接口与打印机连接,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9
REL_000186,工控机,Equipment,RELATED_TO,显示器,Component,工控机通过接口与显示器连接,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9
REL_000187,左右翼复位单元,Component,HAS_PARAMETER,左右翼防护等级 IP56,Parameter,左右翼复位单元具有更高的环境防护等级,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000188,应急停车带灯按钮,Component,HAS_SAFETY_NOTE,仅设于遥控控制站和中央集控站,SafetyNote,应急停车带灯按钮的安装位置限制,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_11
REL_000189,应急车钟,Component,DIAGNOSED_BY,操作试验,DiagnosticMethod,应急车钟通过操作试验进行诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000190,应急车钟,Component,HAS_SAFETY_NOTE,备车前,SafetyNote,应急车钟操作需在备车前进行,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000191,延伸报警灯板,Component,BELONGS_TO,报警系统,System,延伸报警灯板属于报警系统的一部分,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000192,延伸报警灯板,Component,HAS_COMPONENT,指示灯,Component,延伸报警灯板包含指示灯组件,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000193,延伸报警灯板,Component,HAS_PARAMETER,16 点/块,Parameter,延伸报警灯板具有 16 点/块的规格参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000194,延伸报警灯板,Component,HAS_PARAMETER,24 点/块,Parameter,延伸报警灯板具有 24 点/块的规格参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000195,延伸报警灯板,Component,HAS_PARAMETER,RS-485 通讯方式,Parameter,延伸报警灯板采用 RS-485 通讯方式,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000196,延伸报警灯板,Component,HAS_PARAMETER,报警点数,Parameter,报警点数是选择延伸报警灯板的依据,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000197,延伸报警灯板,Component,RELATED_TO,GCWJ-01 报警装置,Equipment,延伸报警灯板与 GCWJ-01 报警装置配套使用,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000198,延伸报警灯板,Component,RELATED_TO,报警声响,FaultPhenomenon,延伸报警灯板报警时伴随声响报警,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000199,开关量传感器,Component,BELONGS_TO,传感器,Component,开关量传感器属于传感器类别,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000200,开关量传感器,Component,HAS_PARAMETER,无源触点信号,Parameter,开关量传感器支持无源触点信号参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000201,开关量传感器,Component,HAS_PARAMETER,有源触点信号,Parameter,开关量传感器支持有源触点信号参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4
REL_000202,打印机,Equipment,HAS_PARAMETER,功率,Parameter,打印机设备具有功率消耗参数,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_3
REL_000203,"把主控单元 S1 的 2,3 脚短接以后上电",RepairMethod,RELATED_TO,主控单元的 D3 灯亮了,FaultPhenomenon,短接上电后等待 D3 灯亮作为下一步条件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000204,报警历史查询,DiagnosticMethod,RELATED_TO,电子存储器,Component,查询方法依赖于电子存储器中的数据,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000205,报警声响,FaultPhenomenon,REPAIRED_BY,操作消音按钮,RepairMethod,报警声响通过按动消音按钮维修,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000206,报警指示灯,Component,RELATED_TO,报警声响,FaultPhenomenon,报警指示灯点亮时伴随发出报警声响,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21
REL_000207,报警数据采集模块,Component,DIAGNOSED_BY,地址从小到大设置,DiagnosticMethod,报警数据采集系统通过地址设置进行调试,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000208,报警数据采集模块,Component,HAS_COMPONENT,COM1,Component,报警数据采集模块包含 COM1 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_7
REL_000209,报警数据采集模块,Component,HAS_COMPONENT,COM2,Component,报警数据采集模块包含 COM2 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_7
REL_000210,报警数据采集模块,Component,HAS_COMPONENT,COM3,Component,报警数据采集模块包含 COM3 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_7
REL_000211,报警数据采集模块,Component,HAS_COMPONENT,COM4,Component,报警数据采集模块包含 COM4 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_7
REL_000212,报警数据采集模块,Component,HAS_COMPONENT,J1 报警输入口,Component,报警数据采集模块包含 J1 报警输入口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000213,报警数据采集模块,Component,HAS_COMPONENT,J4 报警输入口,Component,报警数据采集模块包含 J4 报警输入口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000214,报警数据采集模块,Component,HAS_COMPONENT,J5 公共端,Component,报警数据采集模块包含 J5 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000215,报警数据采集模块,Component,HAS_COMPONENT,J6 公共端,Component,报警数据采集模块包含 J6 公共端,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000216,报警数据采集模块,Component,HAS_COMPONENT,J7 RS-485 接线口,Component,报警数据采集模块包含 RS-485 接线口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000217,报警数据采集模块,Component,HAS_COMPONENT,J8 24V 电源接口,Component,报警数据采集模块包含 24V 电源接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5
REL_000218,报警数据采集模块,Component,HAS_COMPONENT,S1,Component,采集模块包含地址设置开关 S1,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000219,报警数据采集模块,Component,HAS_COMPONENT,VDR 485 标准接口,Component,采集模块包含 VDR 接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000220,报警数据采集模块,Component,HAS_COMPONENT,主控单元,Component,采集模块包含主控单元,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000221,报警数据采集模块,Component,HAS_COMPONENT,拨码开关 SK2-SK5,Component,采集模块包含报警设置拨码开关,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000222,报警数据采集模块,Component,HAS_COMPONENT,通讯灯,Component,采集模块包含通讯状态指示灯,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000223,报警数据采集模块,Component,HAS_COMPONENT,采集单元,Component,采集模块包含采集单元,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000224,报警数据采集模块,Component,HAS_FAULT,通讯灯将不闪烁,FaultPhenomenon,采集模块可能出现通讯灯不闪烁故障,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000225,报警数据采集模块,Component,HAS_PARAMETER,2—5 秒左右的延时,Parameter,采集模块报警采集点具有 2-5 秒延时参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000226,报警数据采集模块,Component,HAS_SAFETY_NOTE,屏蔽层要可靠接壳,SafetyNote,连接电缆屏蔽层的接地安全要求,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000227,报警数据采集模块,Component,RELATED_TO,16 路报警显示单元,Component,模块文档中展示支持的 16 路显示配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_8
REL_000228,报警数据采集模块,Component,RELATED_TO,24 路报警显示单元,Component,模块文档中展示支持的 24 路显示配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_8
REL_000229,报警数据采集模块,Component,RELATED_TO,VDR(航行数据记录仪),Equipment,采集模块向 VDR 提供数据信号,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000230,报警数据采集模块,Component,RELATED_TO,计算机监控系统,System,采集模块发送数据给计算机监控系统,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000231,报警显示单元,Component,HAS_COMPONENT,LCD,Component,显示单元包含 LCD 显示器件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000232,报警显示单元,Component,HAS_COMPONENT,LED,Component,显示单元包含 LED 指示器件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000233,报警显示单元,Component,HAS_COMPONENT,外接延伸消音按钮,Component,报警显示单元外部接线包含的组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000234,报警显示单元,Component,HAS_COMPONENT,外接延伸试验按钮,Component,报警显示单元外部接线包含的组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000235,报警显示单元,Component,HAS_COMPONENT,外接延伸调光按钮,Component,报警显示单元外部接线包含的组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000236,报警显示单元,Component,HAS_PARAMETER,端子 +DC 为 24V+,Parameter,报警显示单元外部接线端子的参数定义,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000237,报警显示单元,Component,HAS_PARAMETER,端子 -DC 为 24V-,Parameter,报警显示单元外部接线端子的参数定义,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000238,报警显示单元,Component,HAS_PARAMETER,"端子 A,B 为数据通讯",Parameter,报警显示单元外部接线端子的参数定义,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
REL_000239,报警显示单元,Component,HAS_PARAMETER,端子 BJ 为报警有源输出,Parameter,报警显示单元外部接线端子的参数定义,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6
