entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000124,船舶发动机系统_油过滤器,Component,润滑系统中用于过滤机油的关键部件,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_8;D8操作手册::chunk_9,,D8操作手册.md
ENT_000125,船舶发动机系统_海水系统,Component,负责发动机海水冷却循环的子系统,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000126,船舶发动机系统_海水系统_叶轮,Component,海水过滤泵内的核心旋转部件,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000127,船舶发动机系统_海水系统_海水过滤器,Component,防止颗粒物进入海水进水口的过滤装置；驱动海水循环的泵送设备,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000128,船舶发动机系统_海水系统_膨胀箱,Component,用于加注和检查冷却剂液位的容器,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000129,船舶发动机系统_海水系统_通海旋塞,Component,控制海水进出的关键阀门,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000130,船舶发动机系统_涡轮增压器,Component,机械系统内的高温核心部件，禁止运行时接触,D8操作手册,D8操作手册::chunk_0,,D8操作手册.md
ENT_000131,船舶发动机系统_润滑系统,Component,发动机机械系统下属的润滑油压力子系统；发动机机械系统内负责润滑的关键子系统；发动机润滑子系统，负责机油循环与润滑,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_10;D8操作手册::chunk_2;D8操作手册::chunk_22;D8操作手册::chunk_3;D8操作手册::chunk_4;D8操作手册::chunk_8;D8操作手册::chunk_9,,D8操作手册.md
ENT_000132,船舶发动机系统_润滑系统_量油尺,Component,用于测量润滑系统机油液位的专用检测部件,D8操作手册,D8操作手册::chunk_22,,D8操作手册.md
ENT_000133,船舶发动机系统_燃油喷嘴,Component,燃油系统核心喷射部件,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6,,D8操作手册.md
ENT_000134,船舶发动机系统_燃油系统,Component,发动机燃油供给与管理子系统；发动机燃油供给与处理子系统,D8操作手册,D8操作手册::chunk_22;D8操作手册::chunk_5;D8操作手册::chunk_6,,D8操作手册.md
ENT_000135,船舶发动机系统_燃油系统_压力表,Component,双联燃油过滤器上指示压降以判断堵塞情况的仪表,D8操作手册,D8操作手册::chunk_22,,D8操作手册.md
ENT_000136,船舶发动机系统_燃油系统_手泵,Component,燃油系统上用于手动泵油排气的辅助装置,D8操作手册,D8操作手册::chunk_22,,D8操作手册.md
ENT_000137,船舶发动机系统_燃油系统_水分离器,Component,燃油过滤器中用于分离水分的核心模块,D8操作手册,D8操作手册::chunk_26,,D8操作手册.md
ENT_000138,船舶发动机系统_燃油系统_燃油加热器,Component,冰点以下使用高 FAME 柴油时需要的加热组件,D8操作手册,D8操作手册::chunk_26,,D8操作手册.md
ENT_000139,船舶发动机系统_燃油系统_聚水器,Component,燃油系统中用于分离和收集水分的过滤部件,D8操作手册,D8操作手册::chunk_22,,D8操作手册.md
ENT_000140,船舶发动机系统_燃油过滤器,Component,燃油系统中的关键过滤模块，属于备件清单核心项,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000141,船舶发动机系统_燃油高压管,Component,燃油系统高压回路输送管路,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6,,D8操作手册.md
ENT_000142,船舶发动机系统_电气系统_电池,Component,为发动机起动和电子设备供电的储能单元,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000143,船舶发动机系统_电池,Component,电气系统内的核心储能模块，存在氢气爆炸风险,D8操作手册,D8操作手册::chunk_0,,D8操作手册.md
ENT_000144,船舶发动机系统_电池舱,Component,电气系统电池安装与安全防护空间,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6,,D8操作手册.md
ENT_000145,船舶发动机系统_离合器,Component,用于连接或断开发动机动力传输的关键机械组件,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000146,船舶发动机系统_舱盖,Component,船体开口覆盖件，开启时可能加剧废气吸入风险,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000147,船舶发动机系统_螺旋桨,Component,船舶推进系统的核心旋转部件，存在机械伤害风险,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000148,船舶发动机系统_通风装置,Component,船体通风设备，不当开启可能加剧废气吸入风险,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000149,DiagnosticMethod_CheckChargeAirDrain,DiagnosticMethod,检查增压空气冷却器底部排放孔是否堵塞,D16维护保养手册,D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000150,DiagnosticMethod_LeakDetection,DiagnosticMethod,燃油系统高压回路中的泄漏检测,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000151,DiagnosticMethod_OilAnalysis,DiagnosticMethod,通过机油样本分析诊断发动机与传动系统状态的方法,D16维护保养手册,D16维护保养手册::chunk_13,,D16维护保养手册.md
ENT_000152,EngineSystem_OilLevelCheck,DiagnosticMethod,发动机停机几分钟后检查机油液位的诊断维护方法,D16维护保养手册,D16维护保养手册::chunk_12,,D16维护保养手册.md
ENT_000153,沃尔沃遍达发动机系统_IPS 驱动装置_排气板检查,DiagnosticMethod,检查排气板塑料部分及密封件磨损情况的诊断方法；使用量油尺检查油位是否在标记之间且不拧紧,D8维护保养手册,D8维护保养手册::chunk_16;D8维护保养手册::chunk_17,,D8维护保养手册.md
ENT_000154,沃尔沃遍达发动机系统_IPS 驱动装置_校准状态确认,DiagnosticMethod,通过显示器确认校准成功完成显示 SUCCESSFULLY,D8维护保养手册,D8维护保养手册::chunk_17,,D8维护保养手册.md
ENT_000155,沃尔沃遍达发动机系统_VODIA 诊断工具使用,DiagnosticMethod,用于读取参数、故障代码及重置保养间隔的专业诊断方法,D8维护保养手册,D8维护保养手册::chunk_11;D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000156,沃尔沃遍达发动机系统_传动装置油位检查,DiagnosticMethod,使用量油尺检查传动装置机油液位是否正确的诊断方法,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000157,沃尔沃遍达发动机系统_冷却剂液位检查,DiagnosticMethod,通过膨胀箱窗口检查液位是否在 MIN 与 MAX 之间,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000158,沃尔沃遍达发动机系统_冷却水旋塞操作检查,DiagnosticMethod,每次保养时检查冷却水旋塞是否能正常打开和关闭,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000159,沃尔沃遍达发动机系统_压缩机油位检查,DiagnosticMethod,针对压缩机润滑油位的特定检测诊断方法,D8维护保养手册,D8维护保养手册::chunk_11;D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000160,沃尔沃遍达发动机系统_发动机舱冷凝检查,DiagnosticMethod,检查发动机舱内有无冷凝情况以确保通风良好的诊断方法,D8维护保养手册,D8维护保养手册::chunk_28;D8维护保养手册::chunk_29,,D8维护保养手册.md
ENT_000161,沃尔沃遍达发动机系统_操舵器连杆检查,DiagnosticMethod,检查执行器和舵之间连杆是否受束缚及螺栓接头固定的诊断方法,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000162,沃尔沃遍达发动机系统_机油分析,DiagnosticMethod,机油状态分析诊断方法,D8维护保养手册,D8维护保养手册::chunk_13,,D8维护保养手册.md
ENT_000163,沃尔沃遍达发动机系统_气缸测量,DiagnosticMethod,判断缸套可更换性及活塞适配性的检测手段,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000164,沃尔沃遍达发动机系统_海水泵磨损检查,DiagnosticMethod,清洁并检查海水泵状态以决定是否需要更换,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000165,沃尔沃遍达发动机系统_电动操舵器油位检查,DiagnosticMethod,检查电动操舵器量油尺标记之间油位的诊断方法,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000166,沃尔沃遍达发动机系统_电池电压检查,DiagnosticMethod,使用电压表检测电池充电状态和是否需要充电的方法,D8维护保养手册,D8维护保养手册::chunk_28;D8维护保养手册::chunk_29,,D8维护保养手册.md
ENT_000167,沃尔沃遍达发动机系统_目视检查,DiagnosticMethod,发动机起动前后进行的通用检查方法，快速发现异常,D8维护保养手册,D8维护保养手册::chunk_11;D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000168,沃尔沃遍达发动机系统_轴填料函检查,DiagnosticMethod,检查轴填料函泄漏情况及橡胶套筒裂纹的诊断方法,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000169,沃尔沃遍达发动机系统_长期存储后泄漏检查,DiagnosticMethod,起动发动机后检查油、燃料或冷却剂是否有泄露,D8维护保养手册,D8维护保养手册::chunk_21;D8维护保养手册::chunk_22,,D8维护保养手册.md
ENT_000170,沃尔沃遍达发动机系统_防冻保护剂比例检查,DiagnosticMethod,每年检查一次冷却剂中防冻保护剂的比例,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000171,船舶发动机系统_授权车间数据读取,DiagnosticMethod,授权维修车间阅读和使用发动机计算机存储信息的方法,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_8;D8操作手册::chunk_9,,D8操作手册.md
ENT_000172,船舶发动机系统_检查皮带状况和张力,DiagnosticMethod,定期检查传动皮带状况及张紧装置位置的诊断方法,D8操作手册,D8操作手册::chunk_21,,D8操作手册.md
ENT_000173,船舶发动机系统_沃尔沃遍达 EVC 系统_警告管理程序查询,DiagnosticMethod,通过警告管理程序查看故障内容及建议操作的方法,D8操作手册,D8操作手册::chunk_11,,D8操作手册.md
ENT_000174,船舶发动机系统_燃油喷嘴测试,DiagnosticMethod,通过测试喷嘴诊断燃油系统泄漏,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6,,D8操作手册.md
ENT_000175,船舶发动机系统_电气系统_电压表检查,DiagnosticMethod,使用电压表检查电池是否需要充电的方法,D8操作手册,D8操作手册::chunk_25,,D8操作手册.md
ENT_000176,船舶发动机系统_目视检查发动机,DiagnosticMethod,通过视觉观察发现泄漏松动磨损等异常的诊断方法,D8操作手册,D8操作手册::chunk_21,,D8操作手册.md
ENT_000177,DriveSystem_AquamaticDrive,Equipment,Aquamatic 舷内外驱动装置总成,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000178,DriveSystem_ElectricSteeringActuator,Equipment,电动操舵执行器，含油量检查及连杆机构,D16维护保养手册,D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000179,DriveSystem_IPSDriveUnit,Equipment,IPS 驱动装置总成，包含上下齿轮及传动支柱,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000180,DriveSystem_PropellerShaft,Equipment,螺旋桨轴，含橡胶套筒及密封填料函,D16维护保养手册,D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000181,DriveSystem_ReverseGearUnit,Equipment,倒档齿轮箱，含液压润滑系统及机油过滤器,D16维护保养手册,D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000182,DriveSystem_TransmissionUnit,Equipment,传动系统内的通用传动装置箱体,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000183,ElectricalSystem_Alternator,Equipment,电气系统内的交流发电机，负责电力产生；交流发电机，由发动机皮带驱动产生电力；电气系统中的交流发电机设备，负责充电,D16维护保养手册,D16维护保养手册::chunk_1;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23;D16维护保养手册::chunk_24;D16维护保养手册::chunk_25;D16维护保养手册::chunk_30;D16维护保养手册::chunk_31;D16维护保养手册::chunk_32;D16维护保养手册::chunk_33,,D16维护保养手册.md
ENT_000184,ElectricalSystem_Battery,Equipment,电气系统内的蓄电池组，提供启动及备用电源；启动电池，存储期间需保持充电防止冻结；电气系统中的蓄电池设备，用于启动和供电,D16维护保养手册,D16维护保养手册::chunk_1;D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29;D16维护保养手册::chunk_30;D16维护保养手册::chunk_31;D16维护保养手册::chunk_32;D16维护保养手册::chunk_33,,D16维护保养手册.md
ENT_000185,ElectricalSystem_StarterMotor,Equipment,电气系统下的起动马达设备，用于发动机启动,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000186,ExhaustSystem_SCRSystem,Equipment,排气后处理系统中的选择性催化还原装置,D16维护保养手册,D16维护保养手册::chunk_17,,D16维护保养手册.md
ENT_000187,FuelSystem_FuelTank,Equipment,燃油箱，存储柴油并需防止冷凝及微生物滋生,D16维护保养手册,D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000188,MaintenanceSystem_OilAnalysisKit,Equipment,沃尔沃遍达机油分析专用取样套件设备,D16维护保养手册,D16维护保养手册::chunk_13,,D16维护保养手册.md
ENT_000189,沃尔沃遍达发动机系统_IPS 驱动装置,Equipment,沃尔沃遍达独立的推进驱动系统设备,D8维护保养手册,D8维护保养手册::chunk_10,,D8维护保养手册.md
ENT_000190,沃尔沃遍达发动机系统_SCR 系统,Equipment,选择性催化还原尾气处理系统设备；发动机 SCR 尾气处理系统设备,D8维护保养手册,D8维护保养手册::chunk_14;D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000191,沃尔沃遍达发动机系统_传动装置,Equipment,包含齿轮箱和驱动单元的动力传输核心设备；包含倒档液压润滑系统的核心传动设备；发动机动力传输设备，长期存储时需手动旋转防止卡死,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20;D8维护保养手册::chunk_28;D8维护保养手册::chunk_29;D8维护保养手册::chunk_7;D8维护保养手册::chunk_8;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000192,沃尔沃遍达发动机系统_冷却系统,Equipment,负责发动机热管理及流体循环的成套设备系统；发动机整体冷却循环设备，包含泵、过滤器、热交换器等；发动机冷却系统设备,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_15;D8维护保养手册::chunk_2;D8维护保养手册::chunk_23;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000193,沃尔沃遍达发动机系统_双联过滤器,Equipment,带有压力表和切换把手的双联燃油过滤装置,D8维护保养手册,D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000194,沃尔沃遍达发动机系统_发动机本体,Equipment,包含机械旋转部件及涡轮增压器的核心动力设备；发动机主体设备,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_13;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000195,沃尔沃遍达发动机系统_排气系统,Equipment,发动机废气排放与后处理成套设备；发动机废气排放系统主体设备,D8维护保养手册,D8维护保养手册::chunk_14;D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000196,沃尔沃遍达发动机系统_润滑系统,Equipment,发动机润滑系统设备；发动机润滑系统主体设备,D8维护保养手册,D8维护保养手册::chunk_13;D8维护保养手册::chunk_14;D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000197,沃尔沃遍达发动机系统_燃油箱,Equipment,存储发动机燃料的容器设备,D8维护保养手册,D8维护保养手册::chunk_21;D8维护保养手册::chunk_22,,D8维护保养手册.md
ENT_000198,沃尔沃遍达发动机系统_燃油系统,Equipment,发动机燃油供给与管理成套设备；发动机燃油供给系统主体设备,D8维护保养手册,D8维护保养手册::chunk_14;D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000199,沃尔沃遍达发动机系统_电动操舵器,Equipment,用于控制船舶航向的独立电动驱动设备；独立成套的电动转向控制设备,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000200,沃尔沃遍达发动机系统_电气系统,Equipment,负责发动机电力供应控制及信号监测的成套设备系统,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000201,沃尔沃遍达发动机系统_电池,Equipment,发动机系统的启动及供电电池设备；发动机蓄电池设备；发动机系统的电源存储设备，需定期维护以防冻结和腐蚀,D8维护保养手册,D8维护保养手册::chunk_21;D8维护保养手册::chunk_22;D8维护保养手册::chunk_23;D8维护保养手册::chunk_28;D8维护保养手册::chunk_29,,D8维护保养手册.md
ENT_000202,沃尔沃遍达发动机系统_螺旋桨轴,Equipment,连接传动装置与螺旋桨的关键旋转轴系设备；连接传动装置与螺旋桨的旋转轴系设备,D8维护保养手册,D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20;D8维护保养手册::chunk_7;D8维护保养手册::chunk_8;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000203,船舶发动机系统_外部舵,Equipment,可连接第三方控制系统的沃尔沃遍达外部舵设备,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_8;D8操作手册::chunk_9,,D8操作手册.md
ENT_000204,船舶发动机系统_安全短索,Equipment,选装安全设备，用于在驾驶员失控时紧急停止发动机,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000205,船舶发动机系统_机械系统,Equipment,发动机本体及进排气等机械传动成套设备,D8操作手册,D8操作手册::chunk_0,,D8操作手册.md
ENT_000206,船舶发动机系统_沃尔沃遍达 EVC 系统_4 寸屏幕,Equipment,沃尔沃遍达控制系统可选补充显示终端,D8操作手册,D8操作手册::chunk_11,,D8操作手册.md
ENT_000207,船舶发动机系统_沃尔沃遍达 EVC 系统_主舵站,Equipment,优先级介于本地站和远程站之间的主控制操作面板,D8操作手册,D8操作手册::chunk_18,,D8操作手册.md
ENT_000208,船舶发动机系统_沃尔沃遍达 EVC 系统_信息显示器,Equipment,显示发动机操作信息及警报的集中显示设备,D8操作手册,D8操作手册::chunk_11,,D8操作手册.md
ENT_000209,船舶发动机系统_沃尔沃遍达 EVC 系统_动力升降面板,Equipment,用于调节驱动装置纵倾角度的控制面板,D8操作手册,D8操作手册::chunk_12,,D8操作手册.md
ENT_000210,船舶发动机系统_沃尔沃遍达 EVC 系统_控制装置,Equipment,用于控制发动机换档和油门的操纵杆设备,D8操作手册,D8操作手册::chunk_12,,D8操作手册.md
ENT_000211,船舶发动机系统_沃尔沃遍达 EVC 系统_操纵杆控制单元,Equipment,用于发送转向和驾驶指令的物理操纵杆硬件设备,D8操作手册,D8操作手册::chunk_13,,D8操作手册.md
ENT_000212,船舶发动机系统_沃尔沃遍达 EVC 系统_本地舵站,Equipment,具有最高优先级的本地控制操作面板设备,D8操作手册,D8操作手册::chunk_18,,D8操作手册.md
ENT_000213,船舶发动机系统_沃尔沃遍达 EVC 系统_电子钥匙面板,Equipment,用于解锁 EVC 系统并激活主站的控制面板设备,D8操作手册,D8操作手册::chunk_17,,D8操作手册.md
ENT_000214,船舶发动机系统_沃尔沃遍达 EVC 系统_舵站面板,Equipment,位于舵站的系统操作与显示面板,D8操作手册,D8操作手册::chunk_12,,D8操作手册.md
ENT_000215,船舶发动机系统_沃尔沃遍达 EVC 系统_起动停止面板,Equipment,用于执行发动机起动和停止操作的控制面板设备,D8操作手册,D8操作手册::chunk_17,,D8操作手册.md
ENT_000216,船舶发动机系统_沃尔沃遍达 EVC 系统_辅助停止装置,Equipment,安装在发动机背部用于紧急情况下物理切断发动机运行的独立装置,D8操作手册,D8操作手册::chunk_19,,D8操作手册.md
ENT_000217,船舶发动机系统_沃尔沃遍达 EVC 系统_远程舵站,Equipment,优先级最低的远程控制操作面板设备,D8操作手册,D8操作手册::chunk_18,,D8操作手册.md
ENT_000218,船舶发动机系统_电气系统,Equipment,发动机附属的电气控制与电源分配成套设备；包含发电机、电池及开关的整车电气架构,D8操作手册,D8操作手册::chunk_0;D8操作手册::chunk_25,Component;Equipment,D8操作手册.md
ENT_000219,船舶发动机系统_电舵执行器,Equipment,带有独立类型铭牌的电动操舵设备,D8操作手册,D8操作手册::chunk_26,,D8操作手册.md
ENT_000220,船舶发动机系统_驾驶舱遮篷布,Equipment,可能增强船尾湍流效应的船体附属装备,D8操作手册,D8操作手册::chunk_7,,D8操作手册.md
ENT_000221,FaultCause_BatteryDischarge,FaultCause,电池持续放电导致损坏或易冻结的根本原因,D16维护保养手册,D16维护保养手册::chunk_30;D16维护保养手册::chunk_31;D16维护保养手册::chunk_32;D16维护保养手册::chunk_33,,D16维护保养手册.md
ENT_000222,FaultCause_BendingPipe,FaultCause,弯曲或拉直燃油高压管导致开裂,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000223,FaultCause_CertificationInvalid,FaultCause,因篡改发动机导致排放证书无效故障原因,D16维护保养手册,D16维护保养手册::chunk_2;D16维护保养手册::chunk_3;D16维护保养手册::chunk_4;D16维护保养手册::chunk_5,,D16维护保养手册.md
ENT_000224,FaultCause_ComponentWear,FaultCause,导致机油中出现金属颗粒的部件磨损原因,D16维护保养手册,D16维护保养手册::chunk_13,,D16维护保养手册.md
ENT_000225,FaultCause_Contamination,FaultCause,最少量的污物进入燃油系统引起故障,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000226,FaultCause_CoolantMixing,FaultCause,混合使用了不同类型的冷却剂导致抑制剂失效,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000227,FaultCause_CoolingSystemDebris,FaultCause,冷却系统内沉积物和碎屑导致性能下降；冷却系统内存在污染物或水藻导致堵塞,D16维护保养手册,D16维护保养手册::chunk_18;D16维护保养手册::chunk_19;D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_26;D16维护保养手册::chunk_27;D16维护保养手册::chunk_28;D16维护保养手册::chunk_29,,D16维护保养手册.md
ENT_000228,FaultCause_DisconnectWhileRunning,FaultCause,发动机运行时断开电流导致电子装置损坏,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000229,FaultCause_HotFluidContact,FaultCause,接触热冷却剂或热油导致灼伤,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000230,FaultCause_ImproperConcentration,FaultCause,冷却剂浓度过高或过低影响防冻或防腐性能,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000231,FaultCause_ImproperFilling,FaultCause,加注操作不当，如未排气或液位不足,D16维护保养手册,D16维护保养手册::chunk_22;D16维护保养手册::chunk_23;D16维护保养手册::chunk_24;D16维护保养手册::chunk_25,,D16维护保养手册.md
ENT_000232,FaultCause_IncorrectBatteryConnection,FaultCause,电池正负极错误连接导致火花或损坏,D16维护保养手册,D16维护保养手册::chunk_1,,D16维护保养手册.md
ENT_000233,FaultCause_LubricantError,FaultCause,润滑剂使用错误，使用非甘油类润滑剂损坏叶轮,D16维护保养手册,D16维护保养手册::chunk_22;D16维护保养手册::chunk_23;D16维护保养手册::chunk_24;D16维护保养手册::chunk_25,,D16维护保养手册.md
ENT_000234,FaultCause_WarrantyVoid,FaultCause,因未遵守保养间隔导致保修失效故障原因,D16维护保养手册,D16维护保养手册::chunk_2;D16维护保养手册::chunk_3;D16维护保养手册::chunk_4;D16维护保养手册::chunk_5,,D16维护保养手册.md
ENT_000235,FaultCause_WrongOilType,FaultCause,在 IPS 装置中使用了非指定类型的润滑油,D16维护保养手册,D16维护保养手册::chunk_7;D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000236,沃尔沃遍达发动机系统_传动油型号错误,FaultCause,使用了非指定或不兼容的传动齿轮润滑剂,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000237,沃尔沃遍达发动机系统_冷却剂化学成分不合适,FaultCause,未全年使用合适化学成分冷却剂导致腐蚀和冷冻,D8维护保养手册,D8维护保养手册::chunk_24;D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27,,D8维护保养手册.md
ENT_000238,沃尔沃遍达发动机系统_冷却剂混合使用,FaultCause,将不同颜色或抑制剂的冷却剂混合添加,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000239,沃尔沃遍达发动机系统_冷却系统带压操作,FaultCause,在冷却系统仍有压力时进行开启操作,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000240,沃尔沃遍达发动机系统_封闭空间废气积聚,FaultCause,在封闭区域运行发动机且无通风装置导致废气无法去除,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000241,沃尔沃遍达发动机系统_排气风门关闭启动,FaultCause,阻尼器关闭时启动发动机导致压力迫使软管分离的原因,D8维护保养手册,D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000242,沃尔沃遍达发动机系统_新过滤器预注燃油,FaultCause,安装前在新过滤器中加注燃油导致污染物进入的原因,D8维护保养手册,D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000243,沃尔沃遍达发动机系统_机油油位过高,FaultCause,机油液位超过上限故障原因；机油液位低于下限故障原因,D8维护保养手册,D8维护保养手册::chunk_13,,D8维护保养手册.md
ENT_000244,沃尔沃遍达发动机系统_机舱油污积聚,FaultCause,导致火灾或爆炸风险的主要原因，需尽快清除,D8维护保养手册,D8维护保养手册::chunk_11;D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000245,沃尔沃遍达发动机系统_残余的水,FaultCause,冷却系统未排空残余的水引起冰冻风化现象,D8维护保养手册,D8维护保养手册::chunk_24;D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27,,D8维护保养手册.md
ENT_000246,沃尔沃遍达发动机系统_燃料微生物滋生,FaultCause,FAME 燃料在存储期间导致微生物滋生从而阻塞过滤器的原因,D8维护保养手册,D8维护保养手册::chunk_21;D8维护保养手册::chunk_22,,D8维护保养手册.md
ENT_000247,沃尔沃遍达发动机系统_燃油或气体泄漏,FaultCause,起动前未确认燃油气体泄漏或附近有爆炸性材料,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000248,沃尔沃遍达发动机系统_燃油管路弯折,FaultCause,对燃油高压管进行不当弯曲或拉直,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
